Datetime,ID,Link,Price,SqrFeet,Hood,Housing
2018-10-13 16:55,6722688239,https://toronto.craigslist.ca/tor/apa/d/637-lake-shore-blvd-w425/6722688239.html,2200,0, (637 Lake Shore Blvd W425),1br
2018-10-13 16:53,6722686439,https://toronto.craigslist.ca/tor/apa/d/1-bed-75-east-liberty-st-918/6722686439.html,2150,0, (75 East Liberty St 918),1br
2018-10-13 16:50,6722683738,https://toronto.craigslist.ca/tor/apa/d/affordable-spacious-11/6722683738.html,359000,0,0,3br
2018-10-13 16:49,6707284568,https://toronto.craigslist.ca/tor/apa/d/nov-dec-furnished-option/6707284568.html,2650,720ft2, (Queen and Gladstone),1br
2018-10-13 16:45,6722679250,https://toronto.craigslist.ca/tor/apa/d/1-bed-120-homewood-ave-2806/6722679250.html,2100,0, (120 Homewood Ave 2806),1br
2018-10-13 16:43,6722677592,https://toronto.craigslist.ca/mss/apa/d/2000-2br-mississauga-condos/6722677592.html,2000,0, (Mississauga),2br
2018-10-13 16:41,6722675418,https://toronto.craigslist.ca/tor/apa/d/1-bed-629-king-st-1213/6722675418.html,2100,0, (629 King St W 1213),1br
2018-10-13 16:41,6718683255,https://toronto.craigslist.ca/tor/apa/d/available-november-1-bdrm/6718683255.html,1535,0, (North York),1br
2018-10-13 16:35,6722670548,https://toronto.craigslist.ca/tor/apa/d/peaceful-quiet-luxury/6722670548.html,3150,0,0,3br
2018-10-13 16:41,6722675775,https://toronto.craigslist.ca/tor/apa/d/prime-location-in-the/6722675775.html,3200,0,0,5br
2018-10-13 16:55,6722688012,https://toronto.craigslist.ca/tor/apa/d/gorgeous-2-bed-den-2-bath/6722688012.html,527000,0,0,2br
2018-10-13 16:33,6722668685,https://toronto.craigslist.ca/tor/apa/d/north-yorkspacious-raised/6722668685.html,3000,0,0,5br
2018-10-13 16:33,6722668136,https://toronto.craigslist.ca/tor/apa/d/1-bed-55-regent-park-blvd-601/6722668136.html,2000,0, (55 Regent Park Blvd 601),1br
2018-10-13 17:09,6722699858,https://toronto.craigslist.ca/tor/apa/d/dundas-east-river-1-bedroom-1/6722699858.html,2000,0, (Toronto),1br
2018-10-13 16:29,6722664456,https://toronto.craigslist.ca/tor/apa/d/direct-access-to-north-york/6722664456.html,2950,0,0,2br
2018-10-13 17:04,6722695397,https://toronto.craigslist.ca/tor/apa/d/fantastic-multi-level-end/6722695397.html,599000,0,0,3br
2018-10-13 16:27,6722662719,https://toronto.craigslist.ca/tor/apa/d/wonderful-family/6722662719.html,2250,0,0,3br
2018-10-13 16:25,6722661557,https://toronto.craigslist.ca/tor/apa/d/great-location-in-family/6722661557.html,2100,0,0,3br
2018-10-13 16:49,6722682494,https://toronto.craigslist.ca/tor/apa/d/luxurious-willowdale-4/6722682494.html,6000,0,0,4br
2018-10-13 16:22,6722658510,https://toronto.craigslist.ca/tor/apa/d/great-location-and-luxurious/6722658510.html,2050,0,0,1br
2018-10-13 16:24,6722660393,https://toronto.craigslist.ca/tor/apa/d/luxury-daniels-landmark-merci/6722660393.html,2100,0,0,2br
2018-10-13 16:47,6722681164,https://toronto.craigslist.ca/tor/apa/d/beautiful-bright-spacious/6722681164.html,3500,0,0,3br
2018-10-13 16:20,6722657050,https://toronto.craigslist.ca/tor/apa/d/four-year-new-luxury-condo-in/6722657050.html,2000,0,0,2br
2018-10-13 16:19,6722655590,https://toronto.craigslist.ca/tor/apa/d/bay-charles-3-bdrms-2-baths/6722655590.html,4500,1635ft2, (Bay/Charles),3br
2018-10-13 16:18,6722655442,https://toronto.craigslist.ca/tor/apa/d/bay-yonge-wellesley-1-bdrm/6722655442.html,2200,400ft2, (Bay/Yonge/Wellesley),1br
2018-10-13 16:18,6722651973,https://toronto.craigslist.ca/tor/apa/d/north-york-center-2-br1-den/6722651973.html,2690,1100ft2, (Yonge & Norton Ave.),2br
